url,brand,model,year,price_usd,price_uah,mileage,location,engine,transmission,state_num,description
https://auto.ria.com/uk/auto_mazda_cx_30_34243723.html,Mazda,CX-30,2020,22000,838200,55 тис. км,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,AE 1911 KB,"Авто полностью обслужено, безопасность цела, по автомобилю адаптивный круиз, предотвращение столкновения, удержание полос (дистроник), автохолд, кнопка старт-стоп, автоматический дальний свет, везде заводской led - ночью и в мокрую погоду все отлично видно,  большой монитор, отличная акустика, задняя камера, стоит вашего внимания, все остальные вопросы по телефону."
https://auto.ria.com/uk/auto_mazda_cx_5_34318154.html,Mazda,CX-5,2016,15000,568800,134 тис. км,Тернопіль,"Бензин, 2.5 л.",Автомат,AH 4277 OE,"Не поганий карфакс.  Авто вкладень не вимагає, повністю обслужена.  Комплектація: електропривід сидінь, датчик дощу та світла, мертві зони, безключовий доступ, парктронік, R-камера, датчик тиску в шинах, підігрів сидінь, навігація, лід оптика,круїз, та багато іншого.  JM3KE4CY3G0899442."
https://auto.ria.com/uk/auto_mazda_3_34319445.html,Mazda,3,2017,16100,609224,107 тис. км,Київ,"Бензин, 1.5 л.",Автомат,,"Не крашена, ні підкрашена навіть бампера!!!
Авто куплено у офіційного дилера в Україні. 
Дуже доглянуте, всі ТО проводили своєчасно.
Тільки пройшли ТО. Новий акумулятор 
Гарна комплектація: 2-х зонний клімат,камера,підігрів керма та сидінь,мульти кермо та багато іншого для комфортного використання. 
Динамічне,сучасне авто з малим витратою палива.
Покупець буде приємно задоволений!!!"
https://auto.ria.com/uk/auto_mazda_cx_5_33970707.html,Mazda,CX-5,2018,26999,1021102,77 тис. км,Дубно,"Дизель, 2.2 л.",Автомат,,"Мазда СХ-5 2,2диз. 135кВт 4х4 пригнана з Німечини 10.2022р. !! 100% без ДТП , 100% рідний пробіг !! Сама максимальна комплектація !! Ідеальний технічний та візуальний стан !! На 76тис. пройдене повне ТО !! Нова гума !! Авто на обліку !!        (сплачена перша реєстрація 600$) Модельний 2019 рік."
https://auto.ria.com/uk/auto_mazda_3_34146408.html,Mazda,3,2020,15000,572850,3 тис. км,Одеса,"Бензин, 2.5 л.",Автомат,BH 6733 TC,"Нова машина питань взагалі ніяких немає запах нової машини в салоні, відремонтовано як для себе, подушки востановлені, електроніка вся працює, кондиціонер працює, сів поїхав. Приємна динаміка,торг біля машини, тисячами не торгуюсь. Машина 08.2020 зійшла з конвеєра, фактична експлуатація з 02.2021 у США машина рахується 2021 року. -запуск с кнопки
-два ключа
-камера заднего вида
-фулл светодиодная оптика 
-автоматический дальний
-авто свет
-датчик дождя
-адаптивный круиз
-датчики давления
-предупреждение при выезде из полосы 
-предотвращение столкновения
- электронная приборная панель
-мультируль
-USB 
-bluetooth
-Apple CarPlay 
-android auto
-електроручник
-auto hold"
https://auto.ria.com/uk/auto_mazda_6_34244869.html,Mazda,6,2017,13499,510937,162 тис. км,Одеса,"Бензин, 2.5 л.",Автомат,,Пригонялся с Америки.Состояние кузова отличное.Изумительно Красивый Цвет.Богатая Комплектация.Не Требует Вообще никаких вложений.Новая Резина.Прекрасное Состояние.Возможен Обмен с моей или вашей доплатой.Всем Мира и Добра.
https://auto.ria.com/uk/auto_mazda_mx_5_33542560.html,Mazda,MX-5,2017,16500,624525,27 тис. км,Дніпро (Дніпропетровськ),"Бензин, 2 л.",Автомат,AE 0210 OX,"Mazda MX-5 Grand Touring, у максимальній комплектації, приганялася для себе, ідеальний стан, повністю обслуговується. Готовий до перевірок на будь-якому СТО. Реальному покупцю торг.
Преміальна акустика Bose, 9 динаміків
Клімат контроль
Підігрів сидінь
Адаптивні повністю світлодіодні фари
Автоматичне дальнє світло
Денні ходові вогні
Камера заднього виду
Кольорова європейська панель приладів
Опціональний дах Dark Cherry Red
Спойлер Mazdaspeed
Губа бампера Mazdaspeed
Дзеркала з автозатемненням
Безключовий доступ+запуск кнопкою
Датчики дощу та світла
Датчики сліпих зон у дзеркалах
Датчики тиску в шинах
Диски R17 з новою гумою
Утримання машини у смузі
Автоматичне екстрене гальмування Smart City Brake
Навігація
CD програвач
І багато іншого"
https://auto.ria.com/uk/auto_mazda_cx_5_34280957.html,Mazda,CX-5,2020,24900,949935,10 тис. км,Київ,"Бензин, 2.5 л.",Автомат,AX 4781 MO,"Дуже комфортний кроссовер ,на повному приводі, в комплектації Touring, надійний 2.5 двигун та 6-ступ автомат ,R17 диски, є люк ,двухзонний клімат,салон зроблений з комбінованої шкіри високого класу, музика BOSE, рідний пробіг 10тис.км.,автомобіль практично новий.Більш детально по телефону, аргументований торг біля капоту."
https://auto.ria.com/uk/auto_mazda_6_34307146.html,Mazda,6,2015,15990,610658,81 тис. км,Київ,"Бензин, 2.5 л.",Автомат,,"Код товару: 35090.

Можливий обмін на будь-яке авто (Trade-in), питання обміну в телефонному режимі.
Автопарк гарантує повний супровід угоди та її безпеку.

Можливий кредит та лізинг на вигідних для Вас умовах.
Дострокове погашення вітається.

Повну інформацію дивіться на нашому сайті.

Mazda 6 GrandTouring 2.5 2015 року випуску, куплена на аукціоні в США для особистого використання. Гідна комплектація GrandTouring, автомобіль укомплектований абсолютно всіма функціями для комфортного та безпечного керування, додатково преміум музика BOSE, великий монітор, салон виконаний зі шкіри чорного та темно-коричневого кольору, чистий, в машині не курили. Технічно автомобіль абсолютно справний, не вимагає вкладень, двигун та коробка працюють відмінно. Укомплектований легкосплавними дисками та літньою гумою."
https://auto.ria.com/uk/auto_mazda_cx_5_33311204.html,Mazda,CX-5,2015,14750,559762,205 тис. км,Городище,"Бензин, 2.5 л.",Автомат,CA 2804 IK,Дуже гарний стан.Продаж від власника.Вся обслужена. торг.
https://auto.ria.com/uk/auto_mazda_cx_5_34302402.html,Mazda,CX-5,2018,25258,959585,157 тис. км,Київ,"Бензин, 2.5 л.",Автомат,KA 3078 KO,"Winner. Гарантія. ПДВ. Кредит. 

Автомобіль придбаний новим в Україні, в офіційному автосалоні. 

На модель діє програма 3х денної гарантії повернення коштів. 

Ціна вказана із ПДВ! 

Чому «Віннер Автомотів»? Повний документальний супровід та юридична чистота. 

Кредитування та лізинг. Страхування. 

Можливий викуп та послуга трейд-ін.

 Ми дбаємо! Нам довіряють!"
https://auto.ria.com/uk/auto_mazda_cx_5_34219385.html,Mazda,CX-5,2017,24300,924858,68 тис. км,Київ,"Бензин, 2.5 л.",Автомат,KA 9338 HX,"! ПОВНИЙ ПРИВІД! новий автомобіль ! розгін до сотні за 7 секунд, витрата палива 7.5-9 літрів! Кузов без сколів, подряпин і вм'ятин! Багата комплектація! шикарний шкіряний з альконтарою салон, 6-ступінчастий автомат зі спорт режимом, підсвічування OPTITRON, датчик тиску шин, шкіряна торпеда, хром пакет, Преміум музика BOSE, 12 подушок безпеки, 2зонний клімат, LED протитуманки, LED задні ліхтарі, світлодіодні передні фари налаштування дзеркал,датчик світла,дощу,DVD,кнопка старт/стоп,два комплекти фірмових килимів,сітка в багажнику,камера заднього виду з проекцією,Електро пакет,сабвуфер,електро сидіння,пам'ять сидінь,безключовий доступ ,система розумне гальмо в місті ( сама гальмує при перешкоді), система провидіння додому, гума continental, електро підсилювач керма з датчиком швидкості, протиочисна система, система утримування автомобіля на світлофорі, форсунки омивача з підігрівом, а лм, електро фільтрація повітря салону, дитячі замки ззаду, датчик забруднення лобового скла, датчик рівня рідини омивача, бортовий комп'ютер, шкіряне кермо, зарядка USB для задніх пасажирів у підлокітнику, торм, контроль мертвих зон, датчики наближення перешкоди ззаду, косметичні дзеркала з підсвічуванням, алюмінієві накладки на допомоги при паркуванні, обдування задніх пасажирів, підсвічування карт дверей, навігація, гучний зв'язок,, IPAD, BLUETOOTH, зашита мотора та коробки, 19дюймові колеса, машина вся в оригіналі! Коробка, мотор, ходова частина працює справно без питань і зауважень! З документами повний порядок переоформлення будь-яке! Торг!"
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1906372.html,Mazda,CX-5,2023,36031,1365200,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"В поставці на квітень.
Mazda CX-5 2023 року виробництва! Авто в комплектації Black Edition з двигуном 2.0 на 150 к.с. ( Full Led,підігрів сидінь так керма,комбінований салон, Apple Car Play та,датчики паркування та камера заднього виду,екстрене гальмування...) Авто можливо придбати у розтермінування під 0.01%."
https://auto.ria.com/uk/auto_mazda_3_34212401.html,Mazda,3,2015,14700,557424,106 тис. км,Київ,"Бензин, 1.5 л.",Ручна / Механіка,AA 4593 TE,"Автомобіль у відмінному стані. Купувалась у офіційного дилера. Пробіг оригінальний 106000км. Авто обслуговується, вкладень не вимагає. По комплектації - лінзована оптика, клімат контроль, автомат коробка, проекція на скло, диски діаметр 16 з новою гарною зимовою гумою, повний електропакет. Повне КАСКО на пів року і літня гума. Весь час крім останнього ТО - у офіційного дилера обслуговувалась."
https://auto.ria.com/uk/auto_mazda_cx_9_34204613.html,Mazda,CX-9,2017,23500,889475,120 тис. км,Київ,"Бензин, 2.5 л.",Автомат,KA 0532 EH,"Продам,своє авто.
Авто в гарному стані.
Професійно відремонтоване, безпека вся ціла,по металу нічого не фарбувалось.Зроблене ТО,нічого робити не треба,сів і поїхав. Кому потрібно можу скинути відео та фото які були пошкодження…
Комплектація Турінг.
Дзвоніть,домовимось."
https://auto.ria.com/uk/auto_mazda_6_34147971.html,Mazda,6,2017,17900,680021,92 тис. км,Вінниця,"Бензин, 2.5 л.",Автомат,AB 8130 IX,"Продам Mazda 6 Grand Touring чистий 2017 рік! По машині питань немає, все працює ідеально. Все скло рідне!! На ремонті не економили!!! Технічна частина автомобіля в ідеальному стані! На 90тис. км пробігу замінено масла, фільтра! Авто обслуговувалось кожні 8тис.км пробігу ( є підтвердження). Готовий до перевірок на будь-яких СТО. Авто у максимальна комплектація: музика BOSE, лед оптика ( поворотна), авто світло, автоматичний дальній, дистронік, адаптивний круїзконтроль, утримання в полосі, повний пакет маздовських асистентів для міста (слідкування за пішоходами, системи проти зіткнень), проекція на лобове скло з функцією читання знаків та виведення їх, великий монітор, електропривод сидінь з пам’яттю, двухзональний клімат контроль, підігрів сидінь, датчики сліпих зон, датчики тиску в шинах, камера заднього виду, шкіряне кермо, тонування скла, люк, решотка з підсвіткою, диски R19 та багато іншого!!! Дуже приємний і жвавий авто! На всі запитання відповім по телефону! Авто готове до будь-яких перевірок!!! CarFax надам біля авто! Аргументований торг у авто!!"
https://auto.ria.com/uk/auto_mazda_cx_5_28851140.html,Mazda,CX-5,2016,16300,618422,93 тис. км,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,AE 3744 OM,"Авто пригнане з Америки у жовтні 2020! Пригнане було для себе. По автомобілю все зроблено ! В цьому році обслужив ходову частину, зроблена хімчистка 10.04.2023 року. Красились передній, задній бампер, ліве крило та ліва дверь, повна поліровка .Безпека була ціла та справна, запчасти нові бампер, фара, крило!В целілому авто було не сильно пошкоджене, по бажанню фото після ДТП скину в особисті! Русифікований! Загружений gps"
https://auto.ria.com/uk/auto_mazda_3_34215773.html,Mazda,3,2020,17300,660341,9 тис. км,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Автомат,AE 6430 XB,"Mazda 3 2020г 2, 5 бензин 4х4 , пробег оригинальный 9тыс.км, НОВАЯ МАШИНА! Хорошая комплектация: климат контроль 2-х зонный, круиз контроль, запуск кнопкой, R-camera задняя, сенсор дождя, датчик света, электропакет, датчики слепых зон, удержание полосы, режим Sport, Apple CarPlay и прочее. По технической части ничего делать не нужно, работает все отлично! Состояние салона новой машины. Машина во вложениях не нуждается. Новый владелец покупкой останется доволен. Звоните. Возможен обмен.
 Также возможна покупка авто в рассрочку сроком до 5 лет, аванс от 25%.
 Акция на авто стоимостью до 6. 000$ , от 2003г. в. , первоначальный взнос 15%.
Смотрите наши все предложения:
instagram: orion_auto_dnepr. 
Наш сайт orionauto.dp.ua"
https://auto.ria.com/uk/auto_mazda_cx_3_33691567.html,Mazda,CX-3,2019,17450,661355,46 тис. км,Кривий Ріг,"Бензин, 2 л.",Автомат,AE 8867 OH,"Грудень 2019. Рестайлінг. Модельний 2020.
Економічній та надійний автомобіль. Богата комплектація: запуск кнопкою, шкіряне кермо, шкіряний салон с перфорацією та алькантарою, з червоною прострочкою шкіри, підігрів сидінь,
дзеркала з «мертвими зонами», активний радар-
дістронік, круїз-контроль, клімат-контроль, камера стеження за дорожньою розміткою, передня оптіка Full LED, задні LED ліхтарі,
камера заднього виду, 2 комплекти гуми. У
відмінному технічному стані.
Температурні пошкодження були не значні, кузов не постраждав, тільки обшивка та зовнішні пластмасові деталі."
https://auto.ria.com/uk/auto_mazda_cx_9_33805372.html,Mazda,CX-9,2016,22500,857250,110 тис. км,Дніпро (Дніпропетровськ),"Бензин, 2.5 л.",Не вказано,AE 0035 KC,Найкраще авто у своєму класі. Ніяких вкладень не потребує взагалі. Зроблене повне ТО з заміною всих гальмівних колодок. Я є власником більше двох років. Обслуговувалась вчасно та якісно спеціалістами Mazda. Є відповідні записи в сервісній книжці. Багата комплектація. 2 комплекти майже нової гуми  R20(зима/літо). Лазерне світло. Вночі комфортно навіть з тонованим лобовим склом. Машину продати не поспішаю. Дуже прошу автобізнесменів та площадки не турбувати.
https://auto.ria.com/uk/auto_mazda_cx_3_34274112.html,Mazda,CX-3,2018,14900,565306,51 тис. км,Запоріжжя,"Бензин, 2 л.",Автомат,,"Рік випуску: 2018

Тип приводу: Повний

Комплектація: Sport

Регульована кермова колонка
Підсилювач керма
ABS, ESP
Подушки безпеки
Бортовий комп’ютер
Кондиціонер
Круїз-контроль
Музика Bluetooth/USB
Бічні дзеркала з електроприводом
Електричні слопідйомники
Мультикермо
Легкосплавні колісні диски r16
Навігація
Автозапуск
Датчики сліпих зон
Запуск кнопкою
LED оптика

Компактний кросовер відмінно підходить для наших доріг за рахунок підвищеного кліренсу і оптимальних габаритів. За технічним станом нарікань немає, атмосферний двигун 2.0 150 к.с, акпп адаптивний гідротрансформатор, витрата в місті 9л. траса 7. Встановлено автозапуск, навігацію та русифікований. Є можливість перевірки на СТО.

З нами Ви отримуєте:
• Супровід при переоформленні авто, легальність та чесність угоди;
• Високий рівень якості передпродажної підготовки;
• Можливість обміну або реалізації автомобіля."
https://auto.ria.com/uk/auto_mazda_3_34313047.html,Mazda,3,2015,12500,474125,82 тис. км,Київ,"Бензин, 2 л.",Автомат,KA 6384 EE,"Продаю свій автомобіль. 
Мазда 3, 2015 року, комплектація Touring, чорний, двигун 2.0.
По комплектації: акустика Bose, безключовий доступ, датчики сліпих зон, люк, 16-ті чорні диски.
Два комплекти резини.Два комплети килимків.

Авто привозив для себе, відновлював і обслуговував відповідно для себе, а не для продажу. Запчастини низької якості не використовувались принципово.
Пошкодження в штатах були мінімальні, безпека ціла.

Vin: JM1BM1W79G1285177

Є пара нюансів з переднім бампером, та є запотівання заднього правого ліхтаря(фото додав).
В цілому машина в гарному стані, нарікань на неї не маю, не підводила жодного разу.
Причина продажу - придбання кросовера.

Допомоги у продажу не потребую.Всім мирного неба."
https://auto.ria.com/uk/auto_mazda_cx_9_34301802.html,Mazda,CX-9,2016,20800,790192,103 тис. км,Київ,"Бензин, 2.5 л.",Автомат,AI 5223 PB,"В продаже!
Семейный автомобиль 7 местный
На полном приводе!(многие такие модели на переднем приводе)
Не крашена!
Целая безопасность!
Лобовое оригинал!
Пробег 103тыс.км не миль!
Дополнительно установлена сигнализация Prizrak 8 с метками на запуск двигателя с GPS трекером!
Зима Goodyear efficient grip новое
Отдам в подарок  также лето новое 
Goodyear ultragrip 
Новый аккумулятор Bosch
Как по ходовой части нет намека на какие либо подстукиваниє!
Также и технически!
По машине действительно ничего делать не нужно!
По желанию могу выслать карфакс!
Машина одного просмотра!
Автоплощадкам просьба не беспокоить!"
https://auto.ria.com/uk/auto_mazda_cx_3_33815888.html,Mazda,CX-3,2015,19999,756762,105 тис. км,Чернігів,"Дизель, 1.5 л.",Автомат,CB 8007 EI,
https://auto.ria.com/uk/auto_mazda_cx_5_34283972.html,Mazda,CX-5,2016,17200,656868,120 тис. км,Харків,"Бензин, 2.5 л.",Автомат,AX 0020 HI,"Mazda CX-5 2016 року. Автомобіль продається від власника у гарному стані. Повністю обслужений і не вимагає вкладень. Останнє пройдене ТО на 118 тис. км.

Гарна комплектація:
• Лінзована оптика
• Круїз-контроль
• Вибір режиму їзди
• Кондиціонер
• Бортовий комп'ютер
• Великий сенсорний монітор мультимедійної системи
• Мультимедійне кермо
• Ел. привід дзеркал із підігрівом
• Ел.ручник
• R-камера
• AUX
• USB
• Bluetooth
• Hands Free

За додатковою ІНФОРМАЦІЄЮ, або щодо ЦІНИ, звертайтесь за телефоном, або пишіть нам: Чат AutoRia, Viber, Telegram.

Ми Вам можемо запропонувати:
- Trade-In/ОБМІН
- КРЕДИТ на вигідних умовах
- Оформлення автомобіля у МРЕО
- Реалізацію вашого АВТО
- ДОСТАВКУ в будь-який регіон України
- Запрошуємо Вас пройти Тест-Драйв цього автомобіля за адресою вул. Клочківська 9а-попередньо записавшись
- Безготівковий та готівковий розрахунок."
https://auto.ria.com/uk/auto_mazda_3_34270326.html,Mazda,3,2019,20700,788670,25 тис. км,Київ,"Бензин, 2.5 л.",Автомат,BI 2117 HX,"Ідеальний стан, по автомобілю робити нічого не потрібно, повністю весь обслужен, колір білий перламутр, гарна комплектація"
https://auto.ria.com/uk/auto_mazda_cx_5_33781710.html,Mazda,CX-5,2017,19900,755603,62 тис. км,Одеса,"Бензин, 2.5 л.",Автомат,BH 4152 PO,"Продам авто 
Mazda CX-5 KF 
Объем 2.5 литра 
Расход 10-11 литров на 100 км 
Пробег 62,270км 
Коробка автомат 6-ст. 
Год выпуска 2017 
Привод передний 
Круиз контроль 
Датчик столкновения
Салон комбинирований 
Обогревы передних сидений 
Датчик мертвых зон 
Электрический привод багажника 
Датчик давления шин 
Обогрев руля 
Выбор режима движения (Sport) 
Ручник(Auto Hold) 
Мультимедиа на русском языке 
Возможность прошить навигацию 
Просторный багажник 
Фары ксенон 
Хорошая музыка и мультимедиа 
Множество usb портов в салоне 
Датчик света 
Камера заднего вида 
Резина 22 года 225/65R17 
Машина не требует никаких вложений ! 
Подробнее по телефону либо у автомобиля"
https://auto.ria.com/uk/newauto/auto-mazda-cx-5-1906370.html,Mazda,CX-5,2023,35046,1327900,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"У поставціІ!!! Комплектація TOURING S з повним приводом : LED фари головного світла, датчики паркування, камера заднього виду, підігрів сидінь та керма, Apple Car Play та багато іншого. Можливий продаж у розтермінування під 0.01%, також працює програма TRADE-IN."
https://auto.ria.com/uk/auto_mazda_6_34207858.html,Mazda,6,2021,24700,935636,10 тис. км,Київ,"Бензин, 2.5 л.",Автомат,KA 9606 KE,"Мазда 6 Grand touring турбо мотор 252 к.с имеется адаптивный круиз контроль, экстренное торможение , удержание в полосе.
Новый автомобиль с минимальным пробегом в идеальном состоянии , делать ничего не нужно. Авто делалось для себя с оригинальных запчастей, безопасность заменена  на б/у оригинал, никакого Китая
Очень красивый цвет красный перламутр привлекает внимание прохожих и на дороге смотрится агрессивно 
Одновременно мощный мотор с адекватным расходом топлива
Более детальнее по телефону 
Площадок просьба не беспокоить"
https://auto.ria.com/uk/auto_mazda_cx_9_34197771.html,Mazda,CX-9,2020,33500,1268645,2 тис. км,Львів,"Бензин, 2.5 л.",Автомат,BC 4004 EX,"Mazda CX-9 в комплектації Touring. Новий автомобіль , пробіг всього 2 тисячі кілометрів . Машина має класну комплектацію : шкіряний салон , підігрів сидінь , електропровід сидінь , датчики сліпих зон , безпровідна зарядка телефону , передні та задні партроніки , система запобігань лобовому та задньому зіткненню , камера заднього виду , преміальна музика Bose , великий екран який має підтримку Apple CarPlay та Android auto, безключевий доступ , електронна кришка багажника , люк , датчики тримання смуги та багато чого іншого . Дуже зручний , як для траси так і для міста . Зроблене ТО. 
Удар був незначний , безпека ціла , не стріляла .Готовий до будь яких перевірок . Детальніша інформація за телефоном"
https://auto.ria.com/uk/newauto/auto-mazda-cx-30-1906336.html,Mazda,CX-30,2023,31700,1201100,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"В дорозі на кінець квітня !
Авто 2023 року!
Комплектація Executive: Шкіряний салон, LED фари головного світла, датчики паркування, камера заднього виду, підігрів сидінь та керма, проєкція на лобове скло, цифрова приборна панель, Apple Car Play та багато іншого. Можливий продаж у розтермінування під 0.01%, також працює програма TRADE-IN"
https://auto.ria.com/uk/newauto/auto-mazda-cx-30-1906334.html,Mazda,CX-30,2023,29828,1130200,без пробігу,Вінниця,"Бензин, 2.0 л.",Автомат,,"В дорозі на кінець квітня !
Авто 2023 року!
Комплектація STYLE: LED фари головного світла, датчики паркування, камера заднього виду, підігрів сидінь та керма, проєкція на лобове скло, цифрова приборна панель, Apple Car Play та багато іншого. Можливий продаж у розтермінування під 0.01%, також працює програма TRADE-IN"
https://auto.ria.com/uk/auto_mazda_6_33472470.html,Mazda,6,2022,26212,1000000,100 тис. км,Гайсин,"Бензин, 2 л.",Автомат,AB 3290 KA,"Тестовий опис
тестове оголошення
не видаляти"
https://auto.ria.com/uk/auto_mazda_3_34329948.html,Mazda,3,2016,12777,486292,92 тис. км,Харків,"Бензин, 1.5 л.",Автомат,AX 0794 AT,Официальный автомобиль !Одни хозяева с автосалона! Очень хорошая комплектация! Машина вся обслужена официального дилера есть вся история! На данный момент по автомобилю делать ничего не нужно! Кому дорого не тратьте свое и моё время!
https://auto.ria.com/uk/auto_mazda_3_33843415.html,Mazda,3,2020,15700,596443,30 тис. км,Запоріжжя,"Бензин, 2.5 л.",Автомат,,"Mazda 3 2020 року випуску, комплектація Select! На обмін 18.500. Обо по мінімальній ціні авторіа. 
Двигун Sky-active G на 2,5 літра, працює зі 6-ти ступеневим автоматом!Авто має все необхідне для комфортного пересування як у місті так і по за містом, зокрема: датчики дощу, світла, сліпих зон, тиску у шинах; адаптивний круїз контроль,
контроль дотримання смуг руху, система
автоматичної зупинки авто у разі загрози зіткнення, система автоматичного управління світлом фар (автоматичне вмикання/вимикання дальнього світла), двохзонний клімат контроль, безключевий доступ, та ін."
https://auto.ria.com/uk/auto_mazda_cx_5_34301845.html,Mazda,CX-5,2021,37000,1403780,3 тис. км,Київ,"Бензин, 2.5 л.",Автомат,,Офіціал абсолютно новий автомобіль. Є комплект зимової гуми на дисках
https://auto.ria.com/uk/auto_mazda_mx_30_34320376.html,Mazda,MX-30,2020,30500,1158695,7 тис. км,Київ,Електро,Автомат,,"Mazda MX-30 2020
Комфортний доступ 
Електрорегулювання передніх сидінь з пам'яттю 
Підігрів передніх сидінь 
Система управління голосом 
Підігрів керма 
Круїз контроль 
Система утримування в смузі рух 
Проекція на лобове скло 
Камери 360
Система ""start/stop""
Люк 
Аудіосистема""bose""
Датчик доща 
Обігрів заднього скла 
Система допомоги при водінні 
Попередження про зіткнення"
https://auto.ria.com/uk/newauto/auto-mazda-cx-30-1904583.html,Mazda,CX-30,2023,35133,1335400,без пробігу,Дніпро (Дніпропетровськ),"Бензин, 2.0 л.",Автомат,,"Компактний кросовер має нову платформу Skyactiv-Vehicle Architecture, яка у поєднанні з інтелектуальними технологіями, такими як покращена система повного приводу i-Activ AWD, що працює спільно з Системою контролю руху автомобіля G-Vectoring Control Plus (GVC Plus) та розширений пакет активної безпеки i-Activsense – все це сприяє ще яскравішим враженням від керування автомобілем в дусі філософії Jinba Ittai."
https://auto.ria.com/uk/auto_mazda_cx_5_33667676.html,Mazda,CX-5,2020,24999,953211,5 тис. км,Чернівці,"Бензин, 2.5 л.",Автомат,CB 6314 EI,"мазда сх-5 TOURING + 2020 всі функції пробіг 4500 км,все зроблено!"
https://auto.ria.com/uk/auto_mazda_6_34256259.html,Mazda,6,2015,14500,550275,139 тис. км,Хмельницький,"Дизель, 2.2 л.",Типтронік,BX 8965 EK,"БЕЗ ТОРГУ!!! Европейка. Рестайлінгова модель. Максимальна комплектація яка можлива: шкіра, підігрів, музика BOSE, адаптивний круіз контроль (дістронік), адаптивне світло, проекція на лобове скло, датчики сліпих зон, дощу, світла, безключевий доступ, электропривід сидінь із пям'яттю, люк, парктроніки передні та задні, підрулеві пелюстки. Розхід палива по трасі від 4.2л, перевірено. Додадково встановлено рестайлінговий блок usb за для підкючення мультимедіа до android auto або carplay. Обмін не цікавить"
https://auto.ria.com/uk/auto_mazda_6_34255226.html,Mazda,6,2015,13900,527366,177 тис. км,Харків,"Бензин, 2.5 л.",Автомат,AX 8332 IX,"Автомобиль пригонялся с минимальными повреждениями и целой безопастностью. Двигатель 2,5 очень приемистый , круиз , камера заднего вида, ева коврики, тонировка . Дополнительно сделана шумоизоляция дверей и арок. Установлены BI-LED линзы, свет отличный. Установлен охранный комплекс с автозапуском . Новые тормозные диски и колодки. Летняя резина Yokohama в отличном состоянии, комплект зимней резины. Автомобиль никаких вложений не требует , действительно стоящий вариант, готов к любым проверкам!"
https://auto.ria.com/uk/auto_mazda_cx_5_32430352.html,Mazda,CX-5,2019,23500,896055,29 тис. км,Чернівці,"Бензин, 2.5 л.",Автомат,CA 8395 IK,
https://auto.ria.com/uk/auto_mazda_cx_9_33596422.html,Mazda,CX-9,2016,24000,916560,158 тис. км,Харків,"Бензин, 2.5 л.",Автомат,,"Mazda CX-9 2016 року. Автомобіль продається від власника, у гарному стані. Повністю обслужений і не вимагає вкладень. Останнє пройдене ТО на 154 тис. км.

Максимальна комплектація:
• FULL LED оптика
• Безключовий доступ
• Проекція
• Темний шкіряний салон
• Третій ряд сидінь
• Чорна стеля
• Комфортні сидіння з ел.привідом
• Пам'ять сидіннь
• 3-х зонний клімат контроль
• Підігрів сидінь
• Преміальна акустична система BOSE
• Великий мультмедійний дисплей
• Мультикермо
• Датчики сліпих зон
• Система утримання у смузі
• R-Камера
• Адаптивний круїз контроль
• Кнопка START/STOP
• Електропакет
• Вибір режимів їзди
• Люк
• Датчик дощу
• Датчик світла
• Запуск кнопкою
• Ел. привід багажника
• Протитуманні фари
• Парктроніки
• Ел. ручник
• Bluetooth
• AUX
• USB
• Литі диски R20

За додатковою ІНФОРМАЦІЄЮ, або щодо ЦІНИ, звертайтесь за телефоном, або пишіть нам: Чат AutoRia, Viber, Telegram.

Ми Вам можемо запропонувати:
- Trade-In/ОБМІН
- КРЕДИТ на вигідних умовах
- Оформлення автомобіля у МРЕО
- Реалізацію вашого АВТО
- ДОСТАВКУ в будь-який регіон України
- Запрошуємо Вас пройти Тест-Драйв цього автомобіля-попередньо записавшись
- Безготівковий та готівковий розрахунок."
https://auto.ria.com/uk/auto_mazda_cx_3_34164523.html,Mazda,CX-3,2018,17100,653049,43 тис. км,Київ,"Бензин, 2 л.",Автомат,AE 2659 TX,"Яскравий, стильний, комфортний та надійний кроссовер, автомобіль доглянутий, приємний та легкий в керуванні, комбінований шкіряний салон, камера заднього виду, датчики сліпих зон, підігрів сидінь, камера контролю відстані між переднім автомобілем, датчики світла та дощу, круїз контроль, клімат контроль, повний привід. Автомобіль повністю обслугований, на всі питання відповім по телефону"
https://auto.ria.com/uk/auto_mazda_6_34333399.html,Mazda,6,2015,13400,511745,152 тис. км,Миргород,"Дизель, 2.2 л.",Автомат,,"Пригнана з Швейцарії, 2.2диз автомат Aysin, все оригінал.Будь які перевірки"
